1	27.351
2	27.848
3	28.397
4	28.976
5	29.562
6	30.184
7	30.812
8	31.385
9	32.022
10	32.633
11	33.257
12	33.868
13	34.476
14	35.032
15	35.58
16	36.117
17	36.642
18	37.109
19	37.582
20	37.997
21	38.38
22	38.661
23	38.929
24	39.15
25	39.344
26	39.454
27	39.555
28	39.53
29	39.515
30	39.386
31	39.192
32	39.021
33	38.792
34	38.464
35	38.136
36	37.774
37	37.345
38	36.936
39	36.557
40	36.086
41	35.584
42	35.071
43	34.556
44	33.996
45	33.446
46	32.907
47	32.359
48	31.846
49	31.317
50	30.804
51	30.278
52	29.777
53	29.31
54	28.828
55	28.188
56	27.761
57	27.35
58	26.944
59	26.578
60	26.203
61	25.855
62	25.545
63	25.23
64	24.902
65	24.629
66	24.378
67	24.112
68	23.883
69	23.682
70	23.499
71	23.324
72	23.171
73	23.024
74	22.896
75	22.783
76	22.71
77	22.64
78	22.579
79	22.532
80	22.661
81	22.665
82	22.678
83	22.744
84	22.823
85	22.933
86	23.054
87	23.189
88	23.347
89	24.183
90	24.373
91	24.603
92	24.877
93	25.155
94	25.458
95	25.788
96	26.143
97	26.538
98	26.925
99	27.357
100	27.787
101	28.239
102	28.701
103	29.212
104	29.743
105	30.271
106	30.811
107	31.342
108	31.872
109	32.405
110	32.946
111	33.498
112	34.035
113	34.577
114	34.021
115	34.51
116	34.968
117	35.435
118	35.856
119	36.269
120	36.324
121	36.672
122	36.963
123	37.256
124	37.503
125	37.736
126	37.919
127	38.1
128	38.213
129	38.271
130	38.308
131	38.291
132	38.235
133	38.155
134	38.029
135	37.822
136	37.581
137	37.317
138	36.998
139	36.679
140	36.343
141	35.955
142	35.511
143	35.105
144	34.661
145	34.474
146	33.962
147	33.467
148	32.948
149	32.411
150	31.882
151	31.354
152	30.815
153	30.279
154	29.74
155	29.246
156	28.735
157	28.248
158	27.753
159	27.284
160	26.847
161	26.423
162	26.006
163	25.626
164	25.263
165	24.933
166	24.613
167	24.326
168	24.042
169	23.789
170	23.549
171	23.331
172	23.141
173	22.974
174	22.812
175	22.678
176	22.567
177	22.479
178	22.413
179	22.374
180	22.342
181	22.354
182	22.398
183	22.468
184	22.533
185	22.647
186	22.776
187	22.935
188	23.113
189	23.309
190	23.524
191	23.782
192	24.052
193	24.348
194	24.651
195	25.007
196	25.393
197	25.804
198	26.21
199	26.675
200	27.15
201	27.623
202	28.136
203	28.667
204	29.225
205	29.764
206	30.309
207	30.862
208	31.434
209	32.034
210	32.596
211	33.174
212	33.751
213	34.315
214	34.888
215	35.422
216	35.925
217	36.395
218	36.846
219	37.276
220	37.683
221	38.042
222	38.342
223	38.617
224	38.84
225	39.012
226	39.185
227	39.286
228	39.305
229	39.265
230	39.203
231	39.092
232	38.9
233	38.657
234	38.404
235	38.1
236	37.76
237	37.39
238	36.959
239	36.532
240	36.059
241	35.582
242	35.1
243	34.6
244	34.083
245	33.529
246	32.964
247	32.198
248	31.705
249	31.195
250	30.688
251	30.182
252	29.671
253	29.184
254	28.722
255	28.277
256	27.853
257	27.454
258	27.069
259	26.686
260	26.321
261	25.975
262	25.638
263	25.359
264	25.068
265	25.838
266	25.569
267	25.037
268	24.794
269	24.553
270	24.35
271	24.172
272	24.16
273	23.972
274	23.824
275	23.668
276	23.544
277	23.421
278	23.346
279	23.275
280	23.205
281	23.17
282	23.14
283	23.147
284	22.97
285	23.017
286	23.09
287	23.179
288	23.279
289	23.405
290	22.632
291	22.811
292	23.279
293	23.537
294	23.819
295	24.129
296	24.472
297	24.837
298	25.244
299	25.664
300	26.138
301	26.621
302	27.145
303	27.677
304	28.242
305	28.845
306	29.456
307	30.097
308	30.731
309	31.661
310	32.305
311	32.97
312	33.644
313	34.293
314	34.928
315	35.554
316	36.165
317	36.744
318	37.284
319	37.831
320	38.301
321	38.685
322	39.034
323	39.347
324	39.597
325	39.823
326	39.959
327	40.019
328	40
329	39.956
330	39.838
331	39.639
332	39.39
333	39.098
334	38.604
335	38.266
336	37.848
337	37.409
338	36.949
339	36.48
340	35.952
341	35.455
342	34.91
343	34.338
344	33.771
345	33.223
346	32.705
347	32.174
348	31.612
349	31.08
350	30.564
351	30.053
352	29.589
353	29.124
354	28.644
355	28.204
356	27.779
357	27.368
358	26.994
359	26.718
360	26.378
361	26.056
362	25.715
363	25.405
364	25.096
365	24.837
366	24.563
367	24.323
368	24.098
369	23.882
370	23.683
371	23.501
372	23.317
373	23.175
374	23.039
375	22.92
376	22.832
377	22.73
378	22.68
379	22.652
380	22.622
381	22.613
382	22.636
383	22.662
384	22.729
385	22.796
386	22.887
387	23.03
388	23.189
389	23.38
390	23.584
391	23.804
392	24.06
393	24.341
394	24.651
395	25.005
396	25.363
397	25.76
398	26.162
399	26.602
400	27.049
401	27.517
402	28.027
403	28.534
404	29.051
405	29.602
406	30.168
